Class,Name,H,C,Blank,COTL,Age
Pencil,Pencil_125.png,0.827275,0.203533,0.00011,0.088717,5
Pencil,Pencil_126.png,0.82415,0.201224,1.5e-05,0.103449,5
Pencil,Pencil_127.png,0.834601,0.196586,0.0,0.093838,5
Pencil,Pencil_128.png,0.833583,0.196838,0.0,0.113427,5
Pencil,Pencil_129.png,0.839898,0.190871,0.0,0.103435,5
Pencil,Pencil_130.png,0.840835,0.190522,0.0,0.098517,5
Pencil,Pencil_131.png,0.836106,0.193713,8.8e-05,0.112064,5
Pencil,Pencil_132.png,0.832989,0.195983,5.1e-05,0.084647,5
Pencil,Pencil_133.png,0.831368,0.199965,0.0,0.107493,5
Pencil,Pencil_134.png,0.823753,0.204872,0.000176,0.095749,5
Pencil,Pencil_135.png,0.817277,0.20647,0.0,0.100756,5
Pencil,Pencil_136.png,0.823345,0.199308,0.000558,0.100125,5
Pencil,Pencil_137.png,0.842214,0.188171,0.00011,0.100588,5
Pencil,Pencil_138.png,0.833788,0.197637,0.0,0.099254,5
Pencil,Pencil_139.png,0.829093,0.201027,0.0,0.093911,5
Pencil,Pencil_140.png,0.836751,0.191554,0.0,0.100788,5
Pencil,Pencil_141.png,0.832456,0.194179,0.0,0.113105,5
Pencil,Pencil_142.png,0.843295,0.188334,0.0,0.102826,5
Pencil,Pencil_143.png,0.827228,0.200391,0.0,0.102967,5
Pencil,Pencil_144.png,0.824627,0.204449,0.0,0.101115,5
Pencil,Pencil_145.png,0.826511,0.204847,0.0,0.088833,5
Pencil,Pencil_146.png,0.826306,0.204564,0.0,0.089762,5
Pencil,Pencil_147.png,0.829372,0.200004,0.0,0.,5
Pencil,Pencil_148.png,0.835893,0.19354,0.0,0.09767,5
Pencil,Pencil_149.png,0.823863,0.200926,0.0,0.104144,5
Pencil,Pencil_150.png,0.840385,0.190227,0.0,0.103278,5
Pencil,Pencil_151.png,0.834766,0.191906,0.000852,0.094544,4
Pencil,Pencil_152.png,0.838462,0.189868,0.0,0.106281,4
Pencil,Pencil_153.png,0.824914,0.204793,0.0,0.0947,4
Pencil,Pencil_154.png,0.711978,0.238957,1.0,0.080195,4
Pencil,Pencil_155.png,0.832077,0.193326,0.00196,0.089429,4
Pencil,Pencil_156.png,0.819047,0.211043,3.7e-05,0.086271,4
Pencil,Pencil_157.png,0.81846,0.208411,0.0,0.094652,4
Pencil,Pencil_158.png,0.816864,0.209268,0.0,0.11691,4
Pencil,Pencil_159.png,0.818414,0.209299,0.000235,0.082662,4
Pencil,Pencil_160.png,0.819926,0.206442,7e-06,0.088864,4
Pencil,Pencil_161.png,0.822677,0.206838,0.0,0.092582,4
Pencil,Pencil_162.png,0.821644,0.199423,4.4e-05,0.087274,4
Pencil,Pencil_163.png,0.83596,0.192118,0.0,0.107509,4
Pencil,Pencil_164.png,0.838813,0.192476,0.0,0.096483,4
Pencil,Pencil_165.png,0.823561,0.201515,0.0,0.084857,4
Pencil,Pencil_166.png,0.814836,0.209808,0.0,0.079785,4
Pencil,Pencil_167.png,0.807335,0.216587,0.0,0.124075,4
Pencil,Pencil_168.png,0.839952,0.18759,0.0,0.226304,4
Pencil,Pencil_169.png,0.699773,0.236387,0.0,0.099527,4
Pencil,Pencil_170.png,0.816999,0.210718,0.0,0.092273,4
Pencil,Pencil_171.png,0.837551,0.191721,8.1e-05,0.137812,4
Pencil,Pencil_172.png,0.822966,0.203597,0.036601,0.089094,4
Pencil,Pencil_173.png,0.827875,0.200848,0.00036,0.087102,4
Pencil,Pencil_174.png,0.830759,0.199406,0.0,0.214689,4
Pencil,Pencil_175.png,0.832914,0.196611,0.002217,0.,4
Pencil,Pencil_176.png,0.830863,0.197068,5.1e-05,0.137167,4
Pencil,Pencil_177.png,0.823152,0.205574,0.000536,0.095817,4
Pencil,Pencil_178.png,0.810607,0.21609,0.014571,0.112172,4
Pencil,Pencil_179.png,0.820509,0.206444,0.005476,0.093104,4
Pencil,Pencil_180.png,0.825732,0.202551,0.000565,0.129923,4
Pencil,Pencil_181.png,0.815864,0.209485,1.0,0.370485,4
Pencil,Pencil_182.png,0.837555,0.19376,0.0,0.106126,4
Pencil,Pencil_183.png,0.833035,0.192692,0.000117,0.117552,4
Pencil,Pencil_184.png,0.832413,0.197072,0.002738,0.118465,4
Pencil,Pencil_185.png,0.822448,0.205188,9.5e-05,0.090753,4
Pencil,Pencil_186.png,0.806218,0.218146,0.039713,0.,4
Pencil,Pencil_187.png,0.823981,0.205226,0.0,0.096931,4
Pencil,Pencil_188.png,0.807194,0.211071,0.001967,0.120283,4
Pencil,Pencil_189.png,0.813775,0.215388,2.2e-05,0.144015,4
Pencil,Pencil_190.png,0.852239,0.177193,7e-06,0.112462,4
Pencil,Pencil_191.png,0.807801,0.212273,1.0,0.094682,4
Pencil,Pencil_192.png,0.84852,0.180352,0.000213,0.104398,4
Pencil,Pencil_193.png,0.840504,0.190682,0.005674,0.,4
Pencil,Pencil_194.png,0.838825,0.189978,0.000228,0.10478,4
Pencil,Pencil_195.png,0.820128,0.207291,1.5e-05,0.105807,4
Pencil,Pencil_196.png,0.831156,0.198017,1.0,0.103483,4
Pencil,Pencil_197.png,0.847033,0.183468,0.000147,0.105777,4
Pencil,Pencil_198.png,0.826168,0.199759,5.1e-05,0.113882,4
Pencil,Pencil_199.png,0.823965,0.205762,0.00127,0.110331,4
Pencil,Pencil_200.png,0.832242,0.198585,3.7e-05,0.219196,4
Pencil,Pencil_201.png,0.822368,0.202365,0.0,0.128066,4
Pencil,Pencil_202.png,0.822289,0.204512,0.000125,0.163803,4
Pencil,Pencil_203.png,0.819878,0.207819,0.001057,0.108488,4
Pencil,Pencil_204.png,0.815049,0.210787,0.003692,0.096355,4
Pencil,Pencil_205.png,0.807194,0.21583,1.0,0.152285,4
Pencil,Pencil_206.png,0.824126,0.205418,0.0,0.,4
Pencil,Pencil_207.png,0.8347,0.196714,3.7e-05,0.100219,4
Pencil,Pencil_208.png,0.830103,0.200563,0.000235,0.125974,4
Pencil,Pencil_209.png,0.82592,0.201011,4.4e-05,0.100863,4
Pencil,Pencil_210.png,0.830167,0.196779,0.000389,0.102344,4
Pencil,Pencil_211.png,0.826989,0.202709,0.000653,0.09751,4
Pencil,Pencil_212.png,0.822809,0.205679,0.001453,0.,4
Pencil,Pencil_213.png,0.834457,0.19583,0.0,0.113591,4
Pencil,Pencil_214.png,0.803412,0.217755,0.0,0.172182,4
Pencil,Pencil_215.png,0.824006,0.204573,0.00033,0.,4
Pencil,Pencil_216.png,0.814295,0.212785,5.1e-05,0.120306,4
Pencil,Pencil_217.png,0.825403,0.204838,0.0,0.097815,4
Pencil,Pencil_218.png,0.825753,0.203084,0.006878,0.124707,4
Pencil,Pencil_219.png,0.836157,0.194681,0.000624,0.111252,4
Pencil,Pencil_220.png,0.840392,0.190501,0.000529,0.124412,4
Pencil,Pencil_221.png,0.819627,0.209163,0.000367,0.,4
Pencil,Pencil_222.png,0.826048,0.205384,0.0,0.106223,4
Pencil,Pencil_223.png,0.812044,0.213866,0.000213,0.112408,4
Pencil,Pencil_224.png,0.822146,0.207798,0.003502,0.095013,4
Pencil,Pencil_225.png,0.822124,0.204841,0.003333,0.094391,4
Pencil,Pencil_226.png,0.827283,0.203092,0.000609,0.089939,4
Pencil,Pencil_227.png,0.812708,0.210804,0.000631,0.,4
Pencil,Pencil_228.png,0.81662,0.206859,0.013977,0.092924,4
Pencil,Pencil_229.png,0.84374,0.185733,0.0,0.157532,4
Pencil,Pencil_230.png,0.804964,0.215929,0.014953,0.107499,4
Pencil,Pencil_231.png,0.830156,0.199583,0.000954,0.187363,4
Pencil,Pencil_232.png,0.833551,0.196279,0.006643,0.088692,4
Pencil,Pencil_233.png,0.824471,0.203214,0.014659,0.,4
Pencil,Pencil_234.png,0.83228,0.19684,0.000198,0.100697,4
Pencil,Pencil_235.png,0.8413,0.187583,0.000991,0.140998,4
Pencil,Pencil_236.png,0.845441,0.182067,0.0,0.208865,4
Pencil,Pencil_237.png,0.813391,0.213489,0.000367,0.109194,4
Pencil,Pencil_238.png,0.837004,0.194151,7e-06,0.123103,4
Pencil,Pencil_239.png,0.822168,0.207233,0.000176,0.,4
Pencil,Pencil_240.png,0.818862,0.20922,0.000176,0.097163,4
Pencil,Pencil_241.png,0.82077,0.20631,0.000925,0.097794,4
Pencil,Pencil_242.png,0.822706,0.206328,0.000139,0.10578,4
Pencil,Pencil_243.png,0.820409,0.206359,0.0053,0.093391,4
Pencil,Pencil_244.png,0.820455,0.20655,0.003971,0.111518,4
Pencil,Pencil_245.png,0.822165,0.206719,0.013008,0.102949,4
Pencil,Pencil_246.png,0.833687,0.19724,0.000184,0.111625,4
Pencil,Pencil_247.png,0.813126,0.214352,0.005021,0.,4
Pencil,Pencil_248.png,0.830668,0.198583,0.000426,0.10138,4
Pencil,Pencil_249.png,0.827361,0.202872,0.000418,0.141302,4
Pencil,Pencil_250.png,0.83535,0.194707,9.5e-05,0.12391,4
Pencil,Pencil_251.png,0.819304,0.207261,0.019468,0.104294,4
Pencil,Pencil_252.png,0.835988,0.19331,0.017155,0.106443,4
Pencil,Pencil_253.png,0.832461,0.19795,7.3e-05,0.106532,4
Pencil,Pencil_254.png,0.825257,0.205617,0.001424,0.098683,4
Pencil,Pencil_255.png,0.814729,0.210677,0.000683,0.104582,4
